run_id,model_name,vector_a,vector_a_type,vector_a_family,vector_b,vector_b_type,vector_b_family,cosine
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.29969727993011475
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,0.3494555652141571
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.807376503944397
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,-0.07213043421506882
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.2640587389469147
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,-0.001819085911847651
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.9075770378112793
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,0.6480271220207214
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.07387331873178482
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.3127976953983307
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,-0.008463971316814423
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.8411269187927246
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,0.6702764630317688
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,-0.01818465068936348
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,-0.036680277436971664
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,-0.11879473179578781
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.11667828261852264
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.0017579614650458097
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.27137938141822815
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,0.3027072250843048
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,-0.011717399582266808
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.00019358537974767387
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,0.704949676990509
jbshield-qwen-phase2-qwen2.5-14b,qwen2.5-14b,toxic,toxic,toxic,toxic,toxic,toxic,1.0000003576278687
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.46526333689689636
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.5144298672676086
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.7323050498962402
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.7531593441963196
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.2929688096046448
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.38269612193107605
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.13819190859794617
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.18443496525287628
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.5876138806343079
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.4695984423160553
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.545554518699646
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.6043756604194641
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.3073042333126068
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.4242628216743469
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.12625427544116974
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.15094053745269775
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.5705731511116028
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,0.9999998211860657
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.554582953453064
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.6994999647140503
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.4663475453853607
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.5470849871635437
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.2138112634420395
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.19462129473686218
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.6983185410499573
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.8201378583908081
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.28392112255096436
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.41185569763183594
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.13180045783519745
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.13207663595676422
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.588570237159729
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.000000238418579
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.4210432469844818
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.5380157232284546
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.2262166291475296
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.2440575212240219
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.7582800388336182
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.3212807774543762
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.33620935678482056
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,0.16977424919605255
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.5479022264480591
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.000000238418579
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.16723762452602386
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.18361414968967438
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.6253368258476257
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.25044170022010803
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.22998955845832825
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.30206090211868286
jbshield-qwen-phase2-qwen2.5-14b-instruct,qwen2.5-14b-instruct,toxic,toxic,toxic,toxic,toxic,toxic,1.0
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,-0.281605988740921
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,-0.2722238302230835
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,-0.716841459274292
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.5858579277992249
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,-0.052202388644218445
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,-0.20738406479358673
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,-0.0009230714640580118
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,-0.7322846055030823
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.5612290501594543
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.17155048251152039
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.2316516786813736
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,-0.2511712610721588
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.11381545662879944
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.19787175953388214
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.006583033595234156
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.21794910728931427
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,0.15539886057376862
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.25058987736701965
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,-0.41471847891807556
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.060129743069410324
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.20215986669063568
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.004645161796361208
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.2666913568973541
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,0.31348180770874023
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,-0.5776176452636719
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,-0.004985193721950054
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.22086043655872345
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,-0.0007301936857402325
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.8927268385887146
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,0.6445199847221375
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.0
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,-0.26109328866004944
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,-0.23006756603717804
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,-0.0017240425804629922
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,-0.5995305776596069
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.5305400490760803
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,-0.0007305371691472828
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,-0.008201517164707184
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,-0.035136718302965164
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.028767045587301254
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,-0.018926583230495453
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.223608136177063
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,0.24826353788375854
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,-0.004975305404514074
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,0.008517350070178509
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,0.6851606369018555
jbshield-qwen-phase2-qwen2.5-32b,qwen2.5-32b,toxic,toxic,toxic,toxic,toxic,toxic,1.0000003576278687
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,0.9999999403953552
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.4012022018432617
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.7074211239814758
